rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
44,1038.01,1038,90544017,90544017.01,1,FP,08h33m49.11s,128.454638,,,-49d56m25.25s,-49.940347,,,-15.5,1.6,-1.6,0,1,7,1.5,-1.5,0,1,2459273.372,0.002025,-0.002025,0,1,3.2235985,0.0000138,-0.0000138,0,1,2.159,0.452,-0.452,0,1,680,1.13,-1.13,0,1,5.51341,,,0,1,2064.8,,,,,,,,,,8.7157,0.006,-0.006,0,1,280.765,,,0,1,8904,239.9,-239.9,0,1,4.09,1.36,-1.36,0,1,2.17,,,0,1,2019/7/24 18:44,2021/10/29 12:59
45,1039.01,1039,461867584,461867584,1,APC,09h58m45.25s,149.688545,,,-58d45m37.63s,-58.760453,,,-6.434,0.215,-0.215,0,1,4.098,0.246,-0.246,0,1,2460031.217,0.00071,-0.00071,0,1,4.420125,0.0000085,-0.0000085,0,1,3.956,1.259,-1.259,0,1,2466,196.3,-196.3,0,1,,,,0,1,,,,,,,,,,,8.5483,0.6,-0.6,0,1,2864.34,1012.54,-1012.54,0,1,,,,0,1,,,,0,1,,,,0,1,2019/7/24 18:44,2023/5/5 16:02
46,104.01,104,231670397,231670397,1,KP,21h19m47.93s,319.949697,,,-58d08m56.16s,-58.148933,,,10.552,0.045,-0.045,0,1,-10.658,0.043,-0.043,0,1,2460150.609,0.000682,-0.000682,0,1,4.0872956,0.0000023,-0.0000023,0,1,5.586113,0.0508755,-0.0508755,0,1,3572.17125,35.689426,-35.689426,0,1,13.6237732,0.6518233,-0.6518233,0,1,2242.36054,,,,,1755.076738,,,,,9.8638,0.006,-0.006,0,1,316.678,2.9655,-2.9655,0,1,6036,,,0,1,3.93359,,,0,1,2.2186699,0.102573,-0.102573,0,1,2018/9/5 18:49,2023/10/16 16:02
47,1040.01,1040,310483807,310483807,1,FP,08h34m27.41s,128.61421,,,-61d29m17.74s,-61.488262,,,-11.78,0.118,-0.118,0,1,6.725,0.097,-0.097,0,1,2458520.657,0.00497,-0.00497,0,1,2.55555,0.00045,-0.00045,0,1,1.566,0.375,-0.375,0,1,340,1.37224,-1.37224,0,1,11.5901,,,0,1,3520.68,,,,,2145,,,,,8.3854,0.007,-0.007,0,1,732.432,32.449,-32.449,0,1,10037,123,-123,0,1,,,,0,1,6.04,,,0,1,2019/7/24 18:44,2021/10/29 12:59
48,1041.01,1041,385624852,385624852,1,FP,09h13m36.54s,138.402252,,,-55d11m52.48s,-55.19791,,,-14.189,0.065,-0.065,0,1,14.261,0.058,-0.058,0,1,2459261.801,0.0004,-0.0004,0,1,8.30792,0.00037,-0.00037,0,1,3.228,0.089,-0.089,0,1,8350,160.238,-160.238,0,1,43.1068,4.42399,-4.42399,0,1,2276.25,,,,,1924,,,,,8.0981,0.006,-0.006,0,1,305.034,2.981,-2.981,0,1,9081,173.2,-173.2,0,1,3.83,0.07,-0.07,0,1,3.05,0.09,-0.09,0,1,2019/7/24 18:44,2021/10/29 12:59
49,1042.01,1042,360286627,360286627,1,PC,09h27m54.05s,141.975215,,,-61d19m48.14s,-61.33004,,,-11.595,0.056,-0.056,0,1,3.139,0.057,-0.057,0,1,2459988.63,0.00175,-0.00175,0,1,0.7581018,0.0000012,-0.0000012,0,1,1.078,0.192,-0.192,0,1,780,0.708192,-0.708192,0,1,10.0744,0.473762,-0.473762,0,1,17894,,,,,3222,,,,,9.718,0.006,-0.006,0,1,792.633,19.4965,-19.4965,0,1,9917,199.6,-199.6,0,1,3.75,0.06,-0.06,0,1,3.51,0.12,-0.12,0,1,2019/7/24 18:44,2023/4/13 10:10
50,1043.01,1043,90448944,90448944.01,1,FP,08h33m12.56s,128.302319,,,-52d42m51.13s,-52.714202,,,-9.496,0.051,-0.051,0,1,14.659,0.045,-0.045,0,1,2459985.77,0.003745,-0.003745,0,1,1.4415577,0.0000074,-0.0000074,0,1,2.349,0.682,-0.682,0,1,507,54.9645,-54.9645,0,1,3.61078,0.26004,-0.26004,0,1,16861.8,,,,,3174,,,,,9.5719,0.006,-0.006,0,1,208.055,1.1015,-1.1015,0,1,6902,135.7,-135.7,0,1,4.25,0.09,-0.09,0,1,1.52,0.06,-0.06,0,1,2019/7/24 18:44,2024/9/9 10:08
51,1044.01,1044,463402815,463402815,1,PC,10h15m14.65s,153.811023,,,-58d45m59.01s,-58.766393,,,-14.441,0.073,-0.073,0,1,6.214,0.069,-0.069,0,1,2460037.195,0.000793,-0.000793,0,1,1.0085089,0.0000009,-0.0000009,0,1,1.642,0.343,-0.343,0,1,3051,688.931,-688.931,0,1,,,,0,1,,,,,,,,,,,10.0031,0.006,-0.006,0,1,494.689,9.557,-9.557,0,1,5215.2,1166.8,-1166.8,0,1,,,,0,1,,,,0,1,2019/7/24 18:44,2023/5/11 16:02
52,1045.01,1045,54044474,54044474.01,1,FP,10h39m33.05s,159.887704,,,-32d30m42.77s,-32.51188,,,-34.609,0.053,-0.053,0,1,14.667,0.057,-0.057,0,1,2459301.544,0.000611,-0.000611,0,1,3.7039994,0.0000037,-0.0000037,0,1,4.277,0.599,-0.599,0,1,7590,1.22092,-1.22092,0,1,17.57,0.746573,-0.746573,0,1,3546.13,,,,,2149,,,,,9.6306,0.006,-0.006,0,1,300.696,3.3695,-3.3695,0,1,7013.8,299.6,-299.6,0,1,4.21,0.44,-0.44,0,1,1.9,0.08,-0.08,0,1,2019/7/24 18:44,2021/12/7 16:02
53,1046.01,1046,309787037,309787037,1,FP,08h25m40.67s,126.419468,,,-60d54m27.05s,-60.907514,,,-1.536,0.058,-0.058,0,1,-9.979,0.048,-0.048,0,1,2460177.867,0.001123,-0.001123,0,1,1.3042553,0.000002,-0.000002,0,1,1.706,0.213,-0.213,0,1,914,628.954,-628.954,0,1,9.36472,1.30647,-1.30647,0,1,26944.7,,,,,3569,,,,,10.0119,0.006,-0.006,0,1,301.298,2.496,-2.496,0,1,6762,130.2,-130.2,0,1,4.11,0.08,-0.08,0,1,1.75,0.07,-0.07,0,1,2019/7/24 18:44,2024/9/19 10:08
54,1047.01,1047,370745311,370745311,1,FP,09h38m19.57s,144.581535,,,-67d30m18.35s,-67.505097,,,-35.412,0.104,-0.104,0,1,24.084,0.128,-0.128,0,1,2458544.791,0.00092,-0.00092,0,1,0.62627,0.00002,-0.00002,0,1,0.666,0.169,-0.169,0,1,1880,68.5212,-68.5212,0,1,5.72162,0.894462,-0.894462,0,1,3235.57,,,,,2101,,,,,10.2355,0.006,-0.006,0,1,134.926,1.0555,-1.0555,0,1,5622,131.2,-131.2,0,1,4.5,0.07,-0.07,0,1,0.93,0.05,-0.05,0,1,2019/7/24 18:44,2021/10/29 12:59
55,1048.01,1048,384549882,384549882,1,FP,09h06m06.65s,136.527702,,,-54d54m14.12s,-54.903922,,,-10.863,0.096,-0.096,0,1,7.063,0.089,-0.089,0,1,2458518.376,0.00075,-0.00075,0,1,0.30412,0.00001,-0.00001,0,1,0.748,0.1,-0.1,0,1,1330,3.83107,-3.83107,0,1,10.417,0.668057,-0.668057,0,1,280833,,,,,6413,,,,,8.802,0.006,-0.006,0,1,440.426,9.484,-9.484,0,1,11892,235.8,-235.8,0,1,4.14,0.07,-0.07,0,1,2.52,0.09,-0.09,0,1,2019/7/24 18:44,2021/10/29 12:59
56,1049.01,1049,16288184,16288184.01,1,KP,16h55m04.52s,253.768848,,,-28d42m38.1s,-28.710584,,,-8.568,0.1,-0.1,0,1,-5.562,0.055,-0.055,0,1,2459363.821,0.000699,-0.000699,0,1,2.1805277,0.0000027,-0.0000027,0,1,2.969175,0.040721,-0.040721,0,1,16340.13532,426.89557,-426.89557,0,1,16.808853,0.8821375,-0.8821375,0,1,1770.465054,,,,,1654.404068,,,,,11.0657,0.006,-0.006,0,1,314.995,7.0655,-7.0655,0,1,6599,200,-200,0,1,4.21017,1.96411,-1.96411,0,1,1.2714601,0.0635578,-0.0635578,0,1,2019/7/15 19:20,2022/3/30 16:02
57,105.01,105,144065872,144065872,1,KP,22h29m49.88s,337.457824,,,-48d00m11.16s,-48.003099,,,91.976,0.052,-0.052,0,1,-6.861,0.069,-0.069,0,1,2459084.585,0.00011,-0.00011,0,1,2.1846669,0.0000005,-0.0000005,0,1,2.86528,0.0090748,-0.0090748,0,1,11708.02285,34.928566,-34.928566,0,1,13.7028527,0.6619751,-0.6619751,0,1,1362.138143,,,,,1549.44098,,,,,9.4995,0.006,-0.006,0,1,137.544,0.7905,-0.7905,0,1,5630,,,0,1,4.37759,,,0,1,1.23824,0.0596985,-0.0596985,0,1,2018/9/5 18:49,2021/12/8 16:02
58,1050.01,1050,66818296,66818296.01,1,KP,15h59m50.94s,239.962248,,,-28d03m42.46s,-28.061794,,,-8.1,0.102,-0.102,0,1,-9.639,0.055,-0.055,0,1,2459355.546,0.000257,-0.000257,0,1,3.7354838,0.0000021,-0.0000021,0,1,4.142,0.045,-0.045,0,1,17030,0.271732,-0.271732,0,1,21.2315,1.19579,-1.19579,0,1,1292.19,,,,,1670,,,,,11.0261,0.006,-0.006,0,1,405.908,8.6,-8.6,0,1,6650,,,0,1,4.1639,,,0,1,1.57,0.09,-0.09,0,1,2019/7/15 19:20,2022/10/5 10:10
59,1051.01,1051,259863352,259863352,1,FA,02h41m27.83s,40.365939,,,-71d27m45.9s,-71.462749,,,168.17,2,-2,0,1,-56.04,2,-2,0,1,2458657.737,0.007425,-0.007425,0,1,21.701669,0.0095323,-0.0095323,0,1,8.2676424,0.5088978,-0.5088978,0,1,211.6567325,25.132692,-25.132692,0,1,2.3751494,0.6983451,-0.6983451,0,1,52.095,,,,,685.2,,,,,7.1278,0.006,-0.006,0,1,53.19149,,,0,1,5625,80,-80,0,1,4.438,,,0,1,1.56486,0.186629,-0.186629,0,1,2019/8/16 20:20,2024/9/17 10:08
60,1052.01,1052,317060587,317060587,1,CP,22h30m02.47s,337.510274,,,-75d38m47.62s,-75.646561,,,-63.327,0.046,-0.046,0,1,-1.942,0.044,-0.044,0,1,2458332.941,0.002642,-0.002642,0,1,9.139804,0.0001109,-0.0001109,0,1,3.0912936,0.6627002,-0.6627002,0,1,358.4157801,33.721474,-33.721474,0,1,3.0629855,2.8175755,-2.8175755,0,1,243.011763,,,,,1006.993283,,,,,9.0197,0.006,-0.006,0,1,129.804,0.5575,-0.5575,0,1,5958.2,76,-76,0,1,4.34,0.12,-0.12,0,1,1.58,0.165123,-0.165123,0,1,2019/8/16 20:20,2023/7/24 12:03
61,1053.01,1053,112395568,112395568,1,FP,19h23m54.51s,290.977117,,,-33d21m05.1s,-33.351416,,,-18.692,0.065,-0.065,0,1,-8.192,0.059,-0.059,0,1,2458657.999,0.001553,-0.001553,0,1,5.742625,0.000621,-0.000621,0,1,2.860293,0.230499,-0.230499,0,1,1105.760867,87.92673,-87.92673,0,1,13.088532,3.636668,-3.636668,0,1,,,,,,,,,,,8.8849,0.006,-0.006,0,1,263.729,2.8735,-2.8735,0,1,5664,188,-188,0,1,3.26574,0.355261,-0.355261,0,1,3.86959,0.644568,-0.644568,0,1,2019/8/16 20:20,2024/9/19 10:08
62,1054.01,1054,366989877,366989877,1,CP,20h08m27.4s,302.114174,,,-54d19m03s,-54.317501,,,1.594,0.054,-0.054,0,1,-15.903,0.049,-0.049,0,1,2460122.7,0.019948,-0.019948,0,1,15.5077855,0.0002372,-0.0002372,0,1,4.565,0.427,-0.427,0,1,513,25.4443,-25.4443,0,1,2.43432,0.142957,-0.142957,0,1,88.0718,,,,,853,,,,,8.4362,0.006,-0.006,0,1,88.4343,0.28175,-0.28175,0,1,6122,194,-194,0,1,4.30881,0.268555,-0.268555,0,1,1.17,0.05,-0.05,0,1,2019/8/16 20:20,2023/9/14 16:02
63,1055.01,1055,320004517,320004517,1,CP,19h33m08.79s,293.286615,,,-54d31m57.82s,-54.532728,,,108.439,0.074,-0.074,0,1,-82.632,0.052,-0.052,0,1,2460128.652,0.001514,-0.001514,0,1,17.4713142,0.0000283,-0.0000283,0,1,4.05,0.664,-0.664,0,1,1118,30.4357,-30.4357,0,1,3.1646,0.186001,-0.186001,0,1,61.9515,,,,,781,,,,,8.0888,0.006,-0.006,0,1,57.2651,0.18695,-0.18695,0,1,5783.54,7.82429,-7.82429,0,1,4.49925,0.019231,-0.019231,0,1,0.97,0.05,-0.05,0,1,2019/8/16 20:20,2023/10/16 16:02
64,1056.01,1056,421894914,421894914,1,PC,22h37m02.09s,339.258703,,,-76d55m03.38s,-76.917605,,,9.716,0.041,-0.041,0,1,-20.168,0.044,-0.044,0,1,2458326.062,0.001997,-0.001997,0,1,5.3079507,0.0000191,-0.0000191,0,1,3.2158594,0.2920944,-0.2920944,0,1,391.3830934,26.766296,-26.766296,0,1,3.0486928,0.3630359,-0.3630359,0,1,603.2401116,,,,,1263.986113,,,,,9.6663,0.006,-0.006,0,1,168.354,0.6765,-0.6765,0,1,6124.3,83,-83,0,1,4.38,0.16,-0.16,0,1,1.36963,0.0633668,-0.0633668,0,1,2019/8/16 20:20,2024/3/14 16:54
65,1057.01,1057,323132914,323132914,1,PC,08h31m59.26s,127.996917,,,-78d24m27.23s,-78.407564,,,117.721,0.081,-0.081,0,1,-24.565,0.076,-0.076,0,1,2458607.345,0.002641,-0.002641,0,1,51.1710414,0.0002812,-0.0002812,0,1,6.4793585,0.3639887,-0.3639887,0,1,864.8547045,41.121582,-41.121582,0,1,2.7958807,0.5423254,-0.5423254,0,1,11.2145624,,,,,466.7295868,,,,,9.4091,0.006,-0.006,0,1,98.2855,0.26725,-0.26725,0,1,5599,187,-187,0,1,4.46138,0.26998,-0.26998,0,1,0.943356,0.0456583,-0.0456583,0,1,2019/8/16 20:20,2022/3/22 16:02
66,1058.01,1058,31553893,31553893.01,1,PC,19h15m38.83s,288.911772,,,-31d47m26.93s,-31.790813,,,3.226,0.082,-0.082,0,1,-16.323,0.067,-0.067,0,1,2458663.023,0.004563,-0.004563,0,1,11.1296441,0.0000603,-0.0000603,0,1,7.0473822,0.3110119,-0.3110119,0,1,951.6169809,60.711002,-60.711002,0,1,12.8402271,0.8162001,-0.8162001,0,1,1255.681716,,,,,1518.237249,,,,,9.3781,0.007,-0.007,0,1,338.831,6.705,-6.705,0,1,5785,189,-189,0,1,4.344,2.00356,-2.00356,0,1,3.4475601,0.174417,-0.174417,0,1,2019/8/16 20:20,2024/4/25 10:08
67,1059.01,1059,380783252,380783252,1,PC,17h58m51.48s,269.714503,,,-60d55m21.82s,-60.922727,,,4.297,0.037,-0.037,0,1,-207.409,0.034,-0.034,0,1,2460106.338,0.000382,-0.000382,0,1,9.4496506,0.0000028,-0.0000028,0,1,2.021,0.027,-0.027,0,1,19750,16.7663,-16.7663,0,1,17.0216,1.10249,-1.10249,0,1,38.5799,,,,,694,,,,,9.7825,0.006,-0.006,0,1,98.8783,0.4197,-0.4197,0,1,5509,186,-186,0,1,4.39758,2.00408,-2.00408,0,1,0.94,0.06,-0.06,0,1,2019/8/16 20:20,2023/10/16 16:02
68,106.01,106,38846515,38846515.01,1,KP,04h35m50.36s,68.959816,,,-64d01m37.34s,-64.027039,,,10.845,0.035,-0.035,0,1,-0.499,0.052,-0.052,0,1,2460201.639,0.000127,-0.000127,0,1,2.8493825,0.0000003,-0.0000003,0,1,3.567,0.053,-0.053,0,1,8049,25.0232,-25.0232,0,1,16.3869,0.734704,-0.734704,0,1,2005.83,,,,,1864,,,,,10.3157,0.006,-0.006,0,1,364.411,2.729,-2.729,0,1,6900,,,0,1,4.438,,,0,1,1.77,0.08,-0.08,0,1,2019/5/7 17:42,2023/11/16 16:02
69,1060.01,1060,101230735,101230735,1,APC,19h57m09.84s,299.290995,,,-48d56m04.11s,-48.934476,,,2.224,0.286,-0.286,0,1,-14.604,0.228,-0.228,0,1,2460149.536,0.001995,-0.001995,0,1,2.0685633,0.000004,-0.000004,0,1,0.373,0.065,-0.065,0,1,502,169.202,-169.202,0,1,3.89739,0.417306,-0.417306,0,1,24.409,,,,,619,,,,,9.6652,0.006,-0.006,0,1,128.491,3.3745,-3.3745,0,1,5687.9,76,-76,0,1,4.6,0.12,-0.12,0,1,1.14,0.07,-0.07,0,1,2019/8/16 20:20,2023/10/16 16:02
70,1061.01,1061,253990973,253990973,1,FP,18h58m45.34s,284.688908,,,-41d14m32.94s,-41.242483,,,24.978,0.089,-0.089,0,1,-71.79,0.091,-0.091,0,1,2458654.253,0.003078,-0.003078,0,1,0.540933,0.000107,-0.000107,0,1,1.674337,0.329757,-0.329757,0,1,257.347459,27.641214,-27.641214,0,1,2.28501,0.57323,-0.57323,0,1,,,,,,,,,,,9.7345,0.006,-0.006,0,1,133.171,0.6935,-0.6935,0,1,5525,186,-186,0,1,4.25342,0.29667,-0.29667,0,1,1.21935,0.16458,-0.16458,0,1,2019/8/16 20:20,2021/10/29 12:59
71,1062.01,1062,299799658,299799658,1,CP,02h32m29.03s,38.120968,,,-78d01m25.26s,-78.023683,,,107.847,0.045,-0.045,0,1,30.732,0.042,-0.042,0,1,2460177.2,0.001332,-0.001332,0,1,4.1150576,0.0000056,-0.0000056,0,1,1.08,0.323,-0.323,0,1,487,50.8548,-50.8548,0,1,2.30057,0.16833,-0.16833,0,1,77.3573,,,,,826,,,,,9.478,0.006,-0.006,0,1,82.1733,0.1632,-0.1632,0,1,5394,185,-185,0,1,4.50942,0.276077,-0.276077,0,1,0.89,0.05,-0.05,0,1,2019/8/16 20:20,2023/10/16 16:02
72,1063.01,1063,406976746,406976746,1,PC,15h22m13.32s,230.555493,,,-83d03m22.37s,-83.056214,,,-89.125,0.041,-0.041,0,1,-9.6,0.044,-0.044,0,1,2459374.315,0.002181,-0.002181,0,1,10.0665634,0.0000409,-0.0000409,0,1,1.981,0.258,-0.258,0,1,640,0.734176,-0.734176,0,1,2.09966,0.141438,-0.141438,0,1,23.8187,,,,,615,,,,,9.0689,0.006,-0.006,0,1,61.1201,0.1009,-0.1009,0,1,5552,187,-187,0,1,4.61783,0.263463,-0.263463,0,1,0.79,0.05,-0.05,0,1,2019/8/16 20:20,2021/10/29 12:59
73,1064.01,1064,79748331,79748331.01,1,CP,19h44m00.94s,296.003935,,,-47d33m43.31s,-47.56203,,,-3.457,0.124,-0.124,0,1,-100.891,0.072,-0.072,0,1,2458656.668,0.001185,-0.001185,0,1,6.4438657,0.0000165,-0.0000165,0,1,1.9309449,0.3014965,-0.3014965,0,1,1121.951228,76.157646,-76.157646,0,1,2.460344,1.638728,-1.638728,0,1,60.831305,,,,,712.2812841,,,,,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803,178,-178,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.0567035,-0.0567035,0,1,2019/8/16 20:20,2024/4/25 10:08
74,1064.02,1064,79748331,79748331.02,2,CP,19h44m00.94s,296.003935,,,-47d33m43.31s,-47.56203,,,-3.457,0.124,-0.124,0,1,-100.891,0.072,-0.072,0,1,2458664.49,0.001696,-0.001696,0,1,12.2265595,0.0000269,-0.0000269,0,1,2.1904379,0.4219775,-0.4219775,0,1,1206.369329,86.60944,-86.60944,0,1,2.6014766,1.7533404,-1.7533404,0,1,25.8970378,,,,,575.3502049,,,,,10.0059,0.006,-0.006,0,1,68.0726,0.362,-0.362,0,1,4803,178,-178,0,1,4.52079,2.00348,-2.00348,0,1,0.737189,0.0567035,-0.0567035,0,1,2019/8/16 20:20,2024/4/25 10:08
75,1065.01,1065,7088246,7088246.01,1,KP,19h05m28.02s,286.36675,,,-50d04m02.46s,-50.06735,,,7.315,0.037,-0.037,0,1,-0.862,0.029,-0.029,0,1,2458654.348,0.002094,-0.002094,0,1,2.160344,0.000276,-0.000276,0,1,1.828854,0.14481,-0.14481,0,1,19357.99299,1487.6189,-1487.6189,0,1,22.503541,17.500204,-17.500204,0,1,,,,,,,,,,,13.2851,0.006,-0.006,0,1,639.004,9.4715,-9.4715,0,1,5780,,,0,1,4.32928,,,0,1,1.2,,,0,1,2019/8/16 20:20,2021/10/29 12:59
76,1066.01,1066,201604954,201604954,1,KP,19h00m23.16s,285.096517,,,-54d53m36.03s,-54.893341,,,3.99,0.054,-0.054,0,1,-37.19,0.042,-0.042,0,1,2458657.833,0.001239,-0.001239,0,1,4.606184,0.000392,-0.000392,0,1,3.121643,0.078877,-0.078877,0,1,13793.03487,1031.5532,-1031.5532,0,1,12.962219,0.582183,-0.582183,0,1,,,,,,,,,,,11.9707,0.006,-0.006,0,1,353.891,4.919,-4.919,0,1,5670,,,0,1,4.3925,,,0,1,1.07,,,0,1,2019/8/16 20:20,2021/10/29 12:59
77,1067.01,1067,201642601,201642601,1,KP,19h14m41.28s,288.672005,,,-59d34m45.66s,-59.57935,,,3.125,0.031,-0.031,0,1,6.146,0.029,-0.029,0,1,2458656.988,0.000501,-0.000501,0,1,3.1316735,0.0000033,-0.0000033,0,1,2.4579197,0.0815638,-0.0815638,0,1,14915.69437,307.91364,-307.91364,0,1,9.4995191,0.3442331,-0.3442331,0,1,148.6544991,,,,,890.5622134,,,,,13.1686,0.006,-0.006,0,1,263.609,1.659,-1.659,0,1,4351,167,-167,0,1,4.438,,,0,1,0.76701,,,0,1,2019/8/16 20:20,2024/3/14 16:54
78,1068.01,1068,6663331,6663331.01,1,KP,18h57m35.94s,284.399762,,,-49d08m18.65s,-49.138513,,,11.096,0.044,-0.044,0,1,-5.764,0.042,-0.042,0,1,2458656.633,0.001251,-0.001251,0,1,3.180362,0.000247,-0.000247,0,1,2.111521,0.106258,-0.106258,0,1,21192.46332,682.47424,-682.47424,0,1,13.446487,0.600679,-0.600679,0,1,,,,,,,,,,,13.2887,0.006,-0.006,0,1,535.383,7.8145,-7.8145,0,1,5498,,,0,1,4.47934,,,0,1,0.92,,,0,1,2019/8/16 20:20,2021/10/29 12:59
79,1069.01,1069,31858843,31858843.01,1,KP,19h17m55.01s,289.479212,,,-32d51m36.45s,-32.860124,,,-16.778,0.108,-0.108,0,1,-31.803,0.089,-0.089,0,1,2460147.379,0.000256,-0.000256,0,1,2.9776446,0.0000008,-0.0000008,0,1,2.962,0.099,-0.099,0,1,13022,123.052,-123.052,0,1,14.4339,0.765765,-0.765765,0,1,758.324,,,,,1461,,,,,10.4293,0.006,-0.006,0,1,197.996,3.038,-3.038,0,1,5703,188,-188,0,1,4.25824,0.298282,-0.298282,0,1,1.22,0.06,-0.06,0,1,2019/8/16 20:20,2023/10/16 16:02
80,107.01,107,92352620,92352620.01,1,KP,20h55m07.98s,313.783239,,,-34d08m08.7s,-34.135751,,,26.376,0.078,-0.078,0,1,-44.947,0.059,-0.059,0,1,2460176.993,0.000449,-0.000449,0,1,3.9502008,0.0000026,-0.0000026,0,1,4.444,0.046,-0.046,0,1,13914,95.9899,-95.9899,0,1,20.5357,0.899664,-0.899664,0,1,1009.38,,,,,1570,,,,,9.6433,0.006,-0.006,0,1,211.211,2.4835,-2.4835,0,1,6153,,,0,1,4.18077,,,0,1,1.71,0.07,-0.07,0,1,2018/9/5 18:49,2023/11/15 16:02
81,1070.01,1070,31858844,31858844.01,1,FP,19h17m54.85s,289.478541,,,-32d51m40.78s,-32.861327,,,,,,,,,,,,,2458655.579,0.000532,-0.000532,0,1,2.9776152,0.0000978,-0.0000978,0,1,3.25697,0.030226,-0.030226,0,1,43218.11168,416.72778,-416.72778,0,1,26.88423,0.196978,-0.196978,0,1,873.27,,,,,1386.5,,,,,15.7114,0.023,-0.023,0,1,,,,0,1,5740,,,0,1,4.29219,,,0,1,1.28,,,0,1,2019/8/16 20:20,2021/10/29 12:59
82,1071.01,1071,120247528,120247528,1,KP,18h40m44.2s,280.184169,,,-58d27m33.8s,-58.459388,,,-27.094,0.052,-0.052,0,1,-30.897,0.048,-0.048,0,1,2458655.396,0.001083,-0.001083,0,1,3.553814,0.000237,-0.000237,0,1,2.056578,0.048296,-0.048296,0,1,9979.266691,279.5894,-279.5894,0,1,12.539744,12.542709,-12.542709,0,1,,,,,,,,,,,11.5803,0.006,-0.006,0,1,290.198,2.937,-2.937,0,1,5639,188,-188,0,1,4.37172,2.00387,-2.00387,0,1,1.07973,1.07973,-1.07973,0,1,2019/8/16 20:20,2021/10/29 12:59
83,1072.01,1072,140830390,140830390,1,FP,05h02m30.55s,75.627307,,,-72d54m50.39s,-72.913998,,,1.679,0.043,-0.043,0,1,32.797,0.04,-0.04,0,1,2459211.732,0.002195,-0.002195,0,1,12.8379689,0.0031236,-0.0031236,0,1,9.8464123,0.1878411,-0.1878411,0,1,10539.01928,361.00934,-361.00934,0,1,25.4886382,1.376776,-1.376776,0,1,374.129,,,,,1225,,,,,11.7106,0.006,-0.006,0,1,703.878,10.696,-10.696,0,1,5765,189,-189,0,1,4.34773,2.00358,-2.00358,0,1,2.4494,0.11699,-0.11699,0,1,2019/8/16 20:20,2021/10/29 12:59
84,1073.01,1073,158297421,158297421,1,CP,19h09m56.26s,287.484402,,,-49d39m53.79s,-49.664942,,,3.827,0.058,-0.058,0,1,4.878,0.038,-0.038,0,1,2459036.473,0.001293,-0.001293,0,1,3.9228016,0.0000122,-0.0000122,0,1,1.8736007,0.0798146,-0.0798146,0,1,31510.90049,1047.8658,-1047.8658,0,1,13.3368705,0.4312808,-0.4312808,0,1,91.167589,,,,,788.0973496,,,,,13.6699,0.006,-0.006,0,1,300.67,3.806,-3.806,0,1,4444,168,-168,0,1,4.438,,,0,1,0.6983,,,0,1,2019/8/16 20:20,2021/12/9 10:10
85,1074.01,1074,327301957,327301957,1,PC,20h43m02.64s,310.761004,,,-72d00m36.96s,-72.010267,,,20.031,0.042,-0.042,0,1,42.175,0.054,-0.054,0,1,2458662.653,0.003188,-0.003188,0,1,13.9428705,0.0000585,-0.0000585,0,1,3.7522756,0.6019145,-0.6019145,0,1,1015.395543,87.93079,-87.93079,0,1,2.4233421,1.1757723,-1.1757723,0,1,28.0927293,,,,,587.1759148,,,,,10.6339,0.006,-0.006,0,1,107.356,0.408,-0.408,0,1,5206,183,-183,0,1,4.63095,0.280579,-0.280579,0,1,0.741671,0.0479724,-0.0479724,0,1,2019/8/16 20:20,2024/9/19 10:08
